sample_id,sequence_cluster_id
CYCPEPTMPDB_PAMPA_006091,630
CYCPEPTMPDB_PAMPA_006092,630
CYCPEPTMPDB_PAMPA_006093,630
CYCPEPTMPDB_PAMPA_006094,630
CYCPEPTMPDB_PAMPA_006095,630
CYCPEPTMPDB_PAMPA_006096,630
CYCPEPTMPDB_PAMPA_006097,630
CYCPEPTMPDB_PAMPA_006098,630
CYCPEPTMPDB_PAMPA_006099,630
CYCPEPTMPDB_PAMPA_006100,630
CYCPEPTMPDB_PAMPA_006101,630
CYCPEPTMPDB_PAMPA_006102,630
CYCPEPTMPDB_PAMPA_006103,630
CYCPEPTMPDB_PAMPA_006104,630
CYCPEPTMPDB_PAMPA_006105,630
CYCPEPTMPDB_PAMPA_006106,630
CYCPEPTMPDB_PAMPA_006107,630
CYCPEPTMPDB_PAMPA_006108,630
CYCPEPTMPDB_PAMPA_006109,630
CYCPEPTMPDB_PAMPA_006110,630
CYCPEPTMPDB_PAMPA_006111,630
CYCPEPTMPDB_PAMPA_006112,630
CYCPEPTMPDB_PAMPA_006113,630
CYCPEPTMPDB_PAMPA_006114,630
CYCPEPTMPDB_PAMPA_006115,630
CYCPEPTMPDB_PAMPA_006116,630
CYCPEPTMPDB_PAMPA_006117,630
CYCPEPTMPDB_PAMPA_006118,630
CYCPEPTMPDB_PAMPA_006119,630
CYCPEPTMPDB_PAMPA_006120,630
CYCPEPTMPDB_PAMPA_006121,630
CYCPEPTMPDB_PAMPA_006122,630
CYCPEPTMPDB_PAMPA_006123,630
CYCPEPTMPDB_PAMPA_006124,630
CYCPEPTMPDB_PAMPA_006125,630
CYCPEPTMPDB_PAMPA_006126,630
CYCPEPTMPDB_PAMPA_006127,630
CYCPEPTMPDB_PAMPA_006128,630
CYCPEPTMPDB_PAMPA_006129,630
CYCPEPTMPDB_PAMPA_006130,630
CYCPEPTMPDB_PAMPA_006131,630
CYCPEPTMPDB_PAMPA_006132,630
CYCPEPTMPDB_PAMPA_006133,630
CYCPEPTMPDB_PAMPA_006134,630
CYCPEPTMPDB_PAMPA_006135,630
CYCPEPTMPDB_PAMPA_006136,630
CYCPEPTMPDB_PAMPA_006137,630
CYCPEPTMPDB_PAMPA_006138,630
CYCPEPTMPDB_PAMPA_006139,630
CYCPEPTMPDB_PAMPA_006140,630
CYCPEPTMPDB_PAMPA_006141,630
CYCPEPTMPDB_PAMPA_006142,630
CYCPEPTMPDB_PAMPA_006143,630
CYCPEPTMPDB_PAMPA_006144,630
CYCPEPTMPDB_PAMPA_006145,630
CYCPEPTMPDB_PAMPA_006146,630
CYCPEPTMPDB_PAMPA_006147,630
CYCPEPTMPDB_PAMPA_006148,630
CYCPEPTMPDB_PAMPA_006149,630
CYCPEPTMPDB_PAMPA_006150,630
CYCPEPTMPDB_PAMPA_006151,630
CYCPEPTMPDB_PAMPA_006152,630
CYCPEPTMPDB_PAMPA_006153,630
CYCPEPTMPDB_PAMPA_006154,630
CYCPEPTMPDB_PAMPA_006155,630
CYCPEPTMPDB_PAMPA_006156,630
CYCPEPTMPDB_PAMPA_006157,630
CYCPEPTMPDB_PAMPA_006158,630
CYCPEPTMPDB_PAMPA_006159,630
CYCPEPTMPDB_PAMPA_006160,630
CYCPEPTMPDB_PAMPA_006161,630
CYCPEPTMPDB_PAMPA_006162,630
CYCPEPTMPDB_PAMPA_006163,630
CYCPEPTMPDB_PAMPA_006164,630
CYCPEPTMPDB_PAMPA_006165,630
CYCPEPTMPDB_PAMPA_006166,630
CYCPEPTMPDB_PAMPA_006167,630
CYCPEPTMPDB_PAMPA_006168,630
CYCPEPTMPDB_PAMPA_006169,630
CYCPEPTMPDB_PAMPA_006170,630
CYCPEPTMPDB_PAMPA_006171,630
CYCPEPTMPDB_PAMPA_006172,630
CYCPEPTMPDB_PAMPA_006173,630
CYCPEPTMPDB_PAMPA_006174,630
CYCPEPTMPDB_PAMPA_006175,630
CYCPEPTMPDB_PAMPA_006176,630
CYCPEPTMPDB_PAMPA_006177,630
CYCPEPTMPDB_PAMPA_006178,630
CYCPEPTMPDB_PAMPA_006179,630
CYCPEPTMPDB_PAMPA_006180,630
CYCPEPTMPDB_PAMPA_006181,630
CYCPEPTMPDB_PAMPA_006182,630
CYCPEPTMPDB_PAMPA_006183,630
CYCPEPTMPDB_PAMPA_006184,630
CYCPEPTMPDB_PAMPA_006185,630
CYCPEPTMPDB_PAMPA_006186,630
CYCPEPTMPDB_PAMPA_006187,630
CYCPEPTMPDB_PAMPA_006188,630
CYCPEPTMPDB_PAMPA_006189,630
CYCPEPTMPDB_PAMPA_006190,630
CYCPEPTMPDB_PAMPA_006191,630
CYCPEPTMPDB_PAMPA_006192,630
CYCPEPTMPDB_PAMPA_006193,630
CYCPEPTMPDB_PAMPA_006194,630
CYCPEPTMPDB_PAMPA_006195,630
CYCPEPTMPDB_PAMPA_006196,630
CYCPEPTMPDB_PAMPA_006197,630
CYCPEPTMPDB_PAMPA_006198,630
CYCPEPTMPDB_PAMPA_006199,630
CYCPEPTMPDB_PAMPA_006200,630
CYCPEPTMPDB_PAMPA_006201,630
CYCPEPTMPDB_PAMPA_006202,630
CYCPEPTMPDB_PAMPA_006203,630
CYCPEPTMPDB_PAMPA_006204,630
CYCPEPTMPDB_PAMPA_006205,630
CYCPEPTMPDB_PAMPA_006206,630
CYCPEPTMPDB_PAMPA_006207,630
CYCPEPTMPDB_PAMPA_006208,630
CYCPEPTMPDB_PAMPA_006209,630
CYCPEPTMPDB_PAMPA_006210,630
CYCPEPTMPDB_PAMPA_006211,630
CYCPEPTMPDB_PAMPA_006212,630
CYCPEPTMPDB_PAMPA_006213,630
CYCPEPTMPDB_PAMPA_006214,630
CYCPEPTMPDB_PAMPA_006215,630
CYCPEPTMPDB_PAMPA_006216,630
CYCPEPTMPDB_PAMPA_006217,630
CYCPEPTMPDB_PAMPA_006218,630
CYCPEPTMPDB_PAMPA_006219,630
CYCPEPTMPDB_PAMPA_006220,630
CYCPEPTMPDB_PAMPA_006221,630
CYCPEPTMPDB_PAMPA_006222,630
CYCPEPTMPDB_PAMPA_006223,630
CYCPEPTMPDB_PAMPA_006224,630
CYCPEPTMPDB_PAMPA_006225,630
CYCPEPTMPDB_PAMPA_006226,630
CYCPEPTMPDB_PAMPA_006227,630
CYCPEPTMPDB_PAMPA_006228,630
CYCPEPTMPDB_PAMPA_006229,630
CYCPEPTMPDB_PAMPA_006230,630
CYCPEPTMPDB_PAMPA_006231,630
CYCPEPTMPDB_PAMPA_006232,630
CYCPEPTMPDB_PAMPA_006233,630
CYCPEPTMPDB_PAMPA_006234,630
CYCPEPTMPDB_PAMPA_006235,630
CYCPEPTMPDB_PAMPA_006236,630
CYCPEPTMPDB_PAMPA_006237,630
CYCPEPTMPDB_PAMPA_006238,630
CYCPEPTMPDB_PAMPA_006239,630
CYCPEPTMPDB_PAMPA_006240,630
CYCPEPTMPDB_PAMPA_006241,630
CYCPEPTMPDB_PAMPA_006242,630
CYCPEPTMPDB_PAMPA_006243,630
CYCPEPTMPDB_PAMPA_006244,630
CYCPEPTMPDB_PAMPA_006245,630
CYCPEPTMPDB_PAMPA_006246,630
CYCPEPTMPDB_PAMPA_006247,630
CYCPEPTMPDB_PAMPA_006248,630
CYCPEPTMPDB_PAMPA_006249,630
CYCPEPTMPDB_PAMPA_006250,630
CYCPEPTMPDB_PAMPA_006251,630
CYCPEPTMPDB_PAMPA_006252,630
CYCPEPTMPDB_PAMPA_006253,630
CYCPEPTMPDB_PAMPA_006254,630
CYCPEPTMPDB_PAMPA_006255,630
CYCPEPTMPDB_PAMPA_006256,630
CYCPEPTMPDB_PAMPA_006257,630
CYCPEPTMPDB_PAMPA_006258,630
CYCPEPTMPDB_PAMPA_006259,630
CYCPEPTMPDB_PAMPA_006593,630
CYCPEPTMPDB_PAMPA_006562,630
CYCPEPTMPDB_PAMPA_006605,630
CYCPEPTMPDB_PAMPA_006612,630
CYCPEPTMPDB_PAMPA_006656,630
CYCPEPTMPDB_PAMPA_006613,630
CYCPEPTMPDB_PAMPA_006657,630
CYCPEPTMPDB_PAMPA_006679,630
CYCPEPTMPDB_PAMPA_006260,631
CYCPEPTMPDB_PAMPA_006261,631
CYCPEPTMPDB_PAMPA_006262,631
CYCPEPTMPDB_PAMPA_006263,631
CYCPEPTMPDB_PAMPA_006264,631
CYCPEPTMPDB_PAMPA_006265,631
CYCPEPTMPDB_PAMPA_006266,631
CYCPEPTMPDB_PAMPA_006267,631
CYCPEPTMPDB_PAMPA_006268,631
CYCPEPTMPDB_PAMPA_006269,631
CYCPEPTMPDB_PAMPA_006270,631
CYCPEPTMPDB_PAMPA_006271,631
CYCPEPTMPDB_PAMPA_006272,631
CYCPEPTMPDB_PAMPA_006273,631
CYCPEPTMPDB_PAMPA_006274,631
CYCPEPTMPDB_PAMPA_006275,631
CYCPEPTMPDB_PAMPA_006276,631
CYCPEPTMPDB_PAMPA_006277,631
CYCPEPTMPDB_PAMPA_006278,631
CYCPEPTMPDB_PAMPA_006279,631
CYCPEPTMPDB_PAMPA_006280,631
CYCPEPTMPDB_PAMPA_006281,631
CYCPEPTMPDB_PAMPA_006282,631
CYCPEPTMPDB_PAMPA_006283,631
CYCPEPTMPDB_PAMPA_006284,631
CYCPEPTMPDB_PAMPA_006285,631
CYCPEPTMPDB_PAMPA_006286,631
CYCPEPTMPDB_PAMPA_006287,631
CYCPEPTMPDB_PAMPA_006288,631
CYCPEPTMPDB_PAMPA_006289,631
CYCPEPTMPDB_PAMPA_006290,631
CYCPEPTMPDB_PAMPA_006291,631
CYCPEPTMPDB_PAMPA_006292,631
CYCPEPTMPDB_PAMPA_006293,631
CYCPEPTMPDB_PAMPA_006294,631
CYCPEPTMPDB_PAMPA_006295,631
CYCPEPTMPDB_PAMPA_006296,631
CYCPEPTMPDB_PAMPA_006297,631
CYCPEPTMPDB_PAMPA_006298,631
CYCPEPTMPDB_PAMPA_006299,631
CYCPEPTMPDB_PAMPA_006300,631
CYCPEPTMPDB_PAMPA_006301,631
CYCPEPTMPDB_PAMPA_006302,631
CYCPEPTMPDB_PAMPA_006303,631
CYCPEPTMPDB_PAMPA_006304,631
CYCPEPTMPDB_PAMPA_006305,631
CYCPEPTMPDB_PAMPA_006306,631
CYCPEPTMPDB_PAMPA_006307,631
CYCPEPTMPDB_PAMPA_006308,631
CYCPEPTMPDB_PAMPA_006309,631
CYCPEPTMPDB_PAMPA_006310,631
CYCPEPTMPDB_PAMPA_006311,631
CYCPEPTMPDB_PAMPA_006312,631
CYCPEPTMPDB_PAMPA_006313,631
CYCPEPTMPDB_PAMPA_006314,631
CYCPEPTMPDB_PAMPA_006315,631
CYCPEPTMPDB_PAMPA_006316,631
CYCPEPTMPDB_PAMPA_006317,631
CYCPEPTMPDB_PAMPA_006318,631
CYCPEPTMPDB_PAMPA_006319,631
CYCPEPTMPDB_PAMPA_006320,631
CYCPEPTMPDB_PAMPA_006321,631
CYCPEPTMPDB_PAMPA_006322,631
CYCPEPTMPDB_PAMPA_006323,631
CYCPEPTMPDB_PAMPA_006324,631
CYCPEPTMPDB_PAMPA_006325,631
CYCPEPTMPDB_PAMPA_006326,631
CYCPEPTMPDB_PAMPA_006327,631
CYCPEPTMPDB_PAMPA_006328,631
CYCPEPTMPDB_PAMPA_006329,631
CYCPEPTMPDB_PAMPA_006330,631
CYCPEPTMPDB_PAMPA_006331,631
CYCPEPTMPDB_PAMPA_006332,631
CYCPEPTMPDB_PAMPA_006333,631
CYCPEPTMPDB_PAMPA_006334,631
CYCPEPTMPDB_PAMPA_006335,631
CYCPEPTMPDB_PAMPA_006336,631
CYCPEPTMPDB_PAMPA_006337,631
CYCPEPTMPDB_PAMPA_006338,631
CYCPEPTMPDB_PAMPA_006339,631
CYCPEPTMPDB_PAMPA_006340,631
CYCPEPTMPDB_PAMPA_006341,631
CYCPEPTMPDB_PAMPA_006342,631
CYCPEPTMPDB_PAMPA_006343,631
CYCPEPTMPDB_PAMPA_006344,631
CYCPEPTMPDB_PAMPA_006345,631
CYCPEPTMPDB_PAMPA_006346,631
CYCPEPTMPDB_PAMPA_006347,631
CYCPEPTMPDB_PAMPA_006348,631
CYCPEPTMPDB_PAMPA_006349,631
CYCPEPTMPDB_PAMPA_006350,631
CYCPEPTMPDB_PAMPA_006351,631
CYCPEPTMPDB_PAMPA_006352,631
CYCPEPTMPDB_PAMPA_006353,631
CYCPEPTMPDB_PAMPA_006354,631
CYCPEPTMPDB_PAMPA_006355,631
CYCPEPTMPDB_PAMPA_006356,631
CYCPEPTMPDB_PAMPA_006357,631
CYCPEPTMPDB_PAMPA_006358,631
CYCPEPTMPDB_PAMPA_006359,631
CYCPEPTMPDB_PAMPA_006360,631
CYCPEPTMPDB_PAMPA_006361,631
CYCPEPTMPDB_PAMPA_006362,631
CYCPEPTMPDB_PAMPA_006363,631
CYCPEPTMPDB_PAMPA_006364,631
CYCPEPTMPDB_PAMPA_006365,631
CYCPEPTMPDB_PAMPA_006366,631
CYCPEPTMPDB_PAMPA_006367,631
CYCPEPTMPDB_PAMPA_006368,631
CYCPEPTMPDB_PAMPA_006369,631
CYCPEPTMPDB_PAMPA_006370,631
CYCPEPTMPDB_PAMPA_006371,631
CYCPEPTMPDB_PAMPA_006372,631
CYCPEPTMPDB_PAMPA_006373,631
CYCPEPTMPDB_PAMPA_006374,631
CYCPEPTMPDB_PAMPA_006375,631
CYCPEPTMPDB_PAMPA_006376,631
CYCPEPTMPDB_PAMPA_006377,631
CYCPEPTMPDB_PAMPA_006378,631
CYCPEPTMPDB_PAMPA_006379,631
CYCPEPTMPDB_PAMPA_006380,631
CYCPEPTMPDB_PAMPA_006381,631
CYCPEPTMPDB_PAMPA_006382,631
CYCPEPTMPDB_PAMPA_006383,631
CYCPEPTMPDB_PAMPA_006384,631
CYCPEPTMPDB_PAMPA_006385,631
CYCPEPTMPDB_PAMPA_006386,631
CYCPEPTMPDB_PAMPA_006387,631
CYCPEPTMPDB_PAMPA_006388,631
CYCPEPTMPDB_PAMPA_006389,631
CYCPEPTMPDB_PAMPA_006390,631
CYCPEPTMPDB_PAMPA_006391,631
CYCPEPTMPDB_PAMPA_006392,631
CYCPEPTMPDB_PAMPA_006393,631
CYCPEPTMPDB_PAMPA_006394,631
CYCPEPTMPDB_PAMPA_006395,631
CYCPEPTMPDB_PAMPA_006396,631
CYCPEPTMPDB_PAMPA_006397,631
CYCPEPTMPDB_PAMPA_006398,631
CYCPEPTMPDB_PAMPA_006399,631
CYCPEPTMPDB_PAMPA_006400,631
CYCPEPTMPDB_PAMPA_006401,631
CYCPEPTMPDB_PAMPA_006402,631
CYCPEPTMPDB_PAMPA_006403,631
CYCPEPTMPDB_PAMPA_006404,631
CYCPEPTMPDB_PAMPA_006405,631
CYCPEPTMPDB_PAMPA_006406,631
CYCPEPTMPDB_PAMPA_006407,631
CYCPEPTMPDB_PAMPA_006408,631
CYCPEPTMPDB_PAMPA_006409,631
CYCPEPTMPDB_PAMPA_006410,631
CYCPEPTMPDB_PAMPA_006411,631
CYCPEPTMPDB_PAMPA_006412,631
CYCPEPTMPDB_PAMPA_006413,631
CYCPEPTMPDB_PAMPA_006414,631
CYCPEPTMPDB_PAMPA_006415,631
CYCPEPTMPDB_PAMPA_006416,631
CYCPEPTMPDB_PAMPA_006417,631
CYCPEPTMPDB_PAMPA_006418,631
CYCPEPTMPDB_PAMPA_006419,631
CYCPEPTMPDB_PAMPA_006420,631
CYCPEPTMPDB_PAMPA_006421,631
CYCPEPTMPDB_PAMPA_006422,631
CYCPEPTMPDB_PAMPA_006423,631
CYCPEPTMPDB_PAMPA_006424,631
CYCPEPTMPDB_PAMPA_006425,631
CYCPEPTMPDB_PAMPA_006426,631
CYCPEPTMPDB_PAMPA_006427,631
CYCPEPTMPDB_PAMPA_006428,631
CYCPEPTMPDB_PAMPA_006429,631
CYCPEPTMPDB_PAMPA_006430,631
CYCPEPTMPDB_PAMPA_006431,631
CYCPEPTMPDB_PAMPA_006432,631
CYCPEPTMPDB_PAMPA_006433,631
CYCPEPTMPDB_PAMPA_006434,631
CYCPEPTMPDB_PAMPA_006435,631
CYCPEPTMPDB_PAMPA_006436,631
CYCPEPTMPDB_PAMPA_006437,631
CYCPEPTMPDB_PAMPA_006438,631
CYCPEPTMPDB_PAMPA_006439,631
CYCPEPTMPDB_PAMPA_006440,631
CYCPEPTMPDB_PAMPA_006441,631
CYCPEPTMPDB_PAMPA_006442,631
CYCPEPTMPDB_PAMPA_006443,631
CYCPEPTMPDB_PAMPA_006444,631
CYCPEPTMPDB_PAMPA_006445,631
CYCPEPTMPDB_PAMPA_006446,631
CYCPEPTMPDB_PAMPA_006447,631
CYCPEPTMPDB_PAMPA_006448,631
CYCPEPTMPDB_PAMPA_006449,631
CYCPEPTMPDB_PAMPA_006450,631
CYCPEPTMPDB_PAMPA_006451,631
CYCPEPTMPDB_PAMPA_006452,631
CYCPEPTMPDB_PAMPA_006453,631
CYCPEPTMPDB_PAMPA_006454,631
CYCPEPTMPDB_PAMPA_006455,631
CYCPEPTMPDB_PAMPA_006456,631
CYCPEPTMPDB_PAMPA_006457,631
CYCPEPTMPDB_PAMPA_006458,631
CYCPEPTMPDB_PAMPA_006459,631
CYCPEPTMPDB_PAMPA_006460,631
CYCPEPTMPDB_PAMPA_006461,631
CYCPEPTMPDB_PAMPA_006462,631
CYCPEPTMPDB_PAMPA_006463,631
CYCPEPTMPDB_PAMPA_006464,631
CYCPEPTMPDB_PAMPA_006465,631
CYCPEPTMPDB_PAMPA_006466,631
CYCPEPTMPDB_PAMPA_006467,631
CYCPEPTMPDB_PAMPA_006468,631
CYCPEPTMPDB_PAMPA_006469,631
CYCPEPTMPDB_PAMPA_006470,631
CYCPEPTMPDB_PAMPA_006471,631
CYCPEPTMPDB_PAMPA_006472,631
CYCPEPTMPDB_PAMPA_006473,631
CYCPEPTMPDB_PAMPA_006474,632
CYCPEPTMPDB_PAMPA_006475,632
CYCPEPTMPDB_PAMPA_006476,632
CYCPEPTMPDB_PAMPA_006477,632
CYCPEPTMPDB_PAMPA_006478,632
CYCPEPTMPDB_PAMPA_006479,632
CYCPEPTMPDB_PAMPA_006480,632
CYCPEPTMPDB_PAMPA_006481,632
CYCPEPTMPDB_PAMPA_006482,632
CYCPEPTMPDB_PAMPA_006483,632
CYCPEPTMPDB_PAMPA_006484,632
CYCPEPTMPDB_PAMPA_006485,632
CYCPEPTMPDB_PAMPA_006486,632
CYCPEPTMPDB_PAMPA_006487,632
CYCPEPTMPDB_PAMPA_006488,632
CYCPEPTMPDB_PAMPA_006489,632
CYCPEPTMPDB_PAMPA_006490,632
CYCPEPTMPDB_PAMPA_006491,632
CYCPEPTMPDB_PAMPA_006492,632
CYCPEPTMPDB_PAMPA_006493,632
CYCPEPTMPDB_PAMPA_006494,632
CYCPEPTMPDB_PAMPA_006495,632
CYCPEPTMPDB_PAMPA_006496,632
CYCPEPTMPDB_PAMPA_006497,632
CYCPEPTMPDB_PAMPA_006498,632
CYCPEPTMPDB_PAMPA_006499,632
CYCPEPTMPDB_PAMPA_006500,632
CYCPEPTMPDB_PAMPA_006501,632
CYCPEPTMPDB_PAMPA_006502,632
CYCPEPTMPDB_PAMPA_006503,632
CYCPEPTMPDB_PAMPA_006504,632
CYCPEPTMPDB_PAMPA_006505,632
CYCPEPTMPDB_PAMPA_006506,632
CYCPEPTMPDB_PAMPA_006507,632
CYCPEPTMPDB_PAMPA_006508,632
CYCPEPTMPDB_PAMPA_006509,632
CYCPEPTMPDB_PAMPA_006510,632
CYCPEPTMPDB_PAMPA_006511,632
CYCPEPTMPDB_PAMPA_006512,632
CYCPEPTMPDB_PAMPA_006513,632
CYCPEPTMPDB_PAMPA_006514,632
CYCPEPTMPDB_PAMPA_006515,632
CYCPEPTMPDB_PAMPA_006516,632
CYCPEPTMPDB_PAMPA_006517,632
CYCPEPTMPDB_PAMPA_006518,632
CYCPEPTMPDB_PAMPA_006519,632
CYCPEPTMPDB_PAMPA_006520,632
CYCPEPTMPDB_PAMPA_006521,632
CYCPEPTMPDB_PAMPA_006522,632
CYCPEPTMPDB_PAMPA_006523,632
CYCPEPTMPDB_PAMPA_006524,632
CYCPEPTMPDB_PAMPA_006525,632
CYCPEPTMPDB_PAMPA_006526,632
CYCPEPTMPDB_PAMPA_006527,632
CYCPEPTMPDB_PAMPA_006528,632
CYCPEPTMPDB_PAMPA_006529,632
CYCPEPTMPDB_PAMPA_006530,632
CYCPEPTMPDB_PAMPA_006531,632
CYCPEPTMPDB_PAMPA_006532,632
CYCPEPTMPDB_PAMPA_006533,632
CYCPEPTMPDB_PAMPA_006534,632
CYCPEPTMPDB_PAMPA_006535,632
CYCPEPTMPDB_PAMPA_006536,632
CYCPEPTMPDB_PAMPA_006537,632
CYCPEPTMPDB_PAMPA_006538,632
CYCPEPTMPDB_PAMPA_006539,632
CYCPEPTMPDB_PAMPA_006540,632
CYCPEPTMPDB_PAMPA_006541,632
CYCPEPTMPDB_PAMPA_006542,632
CYCPEPTMPDB_PAMPA_006543,632
CYCPEPTMPDB_PAMPA_006544,632
CYCPEPTMPDB_PAMPA_006545,632
CYCPEPTMPDB_PAMPA_006546,632
CYCPEPTMPDB_PAMPA_006547,632
CYCPEPTMPDB_PAMPA_006548,632
CYCPEPTMPDB_PAMPA_006549,632
CYCPEPTMPDB_PAMPA_006550,632
CYCPEPTMPDB_PAMPA_006551,632
CYCPEPTMPDB_PAMPA_006552,632
CYCPEPTMPDB_PAMPA_006553,632
CYCPEPTMPDB_PAMPA_006554,632
CYCPEPTMPDB_PAMPA_006555,632
CYCPEPTMPDB_PAMPA_006556,632
CYCPEPTMPDB_PAMPA_006557,632
CYCPEPTMPDB_PAMPA_006558,632
CYCPEPTMPDB_PAMPA_006559,632
CYCPEPTMPDB_PAMPA_006560,633
CYCPEPTMPDB_PAMPA_006585,633
CYCPEPTMPDB_PAMPA_006611,633
CYCPEPTMPDB_PAMPA_006619,633
CYCPEPTMPDB_PAMPA_006621,633
CYCPEPTMPDB_PAMPA_006638,633
CYCPEPTMPDB_PAMPA_006671,633
CYCPEPTMPDB_PAMPA_006672,633
CYCPEPTMPDB_PAMPA_006587,633
CYCPEPTMPDB_PAMPA_006597,633
CYCPEPTMPDB_PAMPA_006622,633
CYCPEPTMPDB_PAMPA_006594,633
CYCPEPTMPDB_PAMPA_006601,633
CYCPEPTMPDB_PAMPA_006620,633
CYCPEPTMPDB_PAMPA_006608,633
CYCPEPTMPDB_PAMPA_006625,633
CYCPEPTMPDB_PAMPA_006561,634
CYCPEPTMPDB_PAMPA_006592,634
CYCPEPTMPDB_PAMPA_006573,634
CYCPEPTMPDB_PAMPA_006586,634
CYCPEPTMPDB_PAMPA_006602,634
CYCPEPTMPDB_PAMPA_006629,634
CYCPEPTMPDB_PAMPA_006645,634
CYCPEPTMPDB_PAMPA_006652,634
CYCPEPTMPDB_PAMPA_006563,635
CYCPEPTMPDB_PAMPA_006564,635
CYCPEPTMPDB_PAMPA_006568,635
CYCPEPTMPDB_PAMPA_006570,635
CYCPEPTMPDB_PAMPA_006574,635
CYCPEPTMPDB_PAMPA_006575,635
CYCPEPTMPDB_PAMPA_006579,635
CYCPEPTMPDB_PAMPA_006581,635
CYCPEPTMPDB_PAMPA_006582,635
CYCPEPTMPDB_PAMPA_006583,635
CYCPEPTMPDB_PAMPA_006642,635
CYCPEPTMPDB_PAMPA_006643,635
CYCPEPTMPDB_PAMPA_006644,635
CYCPEPTMPDB_PAMPA_006660,635
CYCPEPTMPDB_PAMPA_006664,635
CYCPEPTMPDB_PAMPA_006665,635
CYCPEPTMPDB_PAMPA_006668,635
CYCPEPTMPDB_PAMPA_006673,635
CYCPEPTMPDB_PAMPA_006677,635
CYCPEPTMPDB_PAMPA_006565,635
CYCPEPTMPDB_PAMPA_006571,635
CYCPEPTMPDB_PAMPA_006624,635
CYCPEPTMPDB_PAMPA_006630,635
CYCPEPTMPDB_PAMPA_006631,635
CYCPEPTMPDB_PAMPA_006640,635
CYCPEPTMPDB_PAMPA_006659,635
CYCPEPTMPDB_PAMPA_006666,635
CYCPEPTMPDB_PAMPA_006569,635
CYCPEPTMPDB_PAMPA_006576,635
CYCPEPTMPDB_PAMPA_006577,635
CYCPEPTMPDB_PAMPA_006580,635
CYCPEPTMPDB_PAMPA_006628,635
CYCPEPTMPDB_PAMPA_006649,635
CYCPEPTMPDB_PAMPA_006678,635
CYCPEPTMPDB_PAMPA_006572,635
CYCPEPTMPDB_PAMPA_006661,635
CYCPEPTMPDB_PAMPA_006675,635
CYCPEPTMPDB_PAMPA_006578,635
CYCPEPTMPDB_PAMPA_006639,635
CYCPEPTMPDB_PAMPA_006654,635
CYCPEPTMPDB_PAMPA_006607,635
CYCPEPTMPDB_PAMPA_006646,635
CYCPEPTMPDB_PAMPA_006670,635
CYCPEPTMPDB_PAMPA_006626,635
CYCPEPTMPDB_PAMPA_006632,635
CYCPEPTMPDB_PAMPA_006655,635
CYCPEPTMPDB_PAMPA_006667,635
CYCPEPTMPDB_PAMPA_006674,635
CYCPEPTMPDB_PAMPA_006648,635
CYCPEPTMPDB_PAMPA_006566,636
CYCPEPTMPDB_PAMPA_006615,636
CYCPEPTMPDB_PAMPA_006627,636
CYCPEPTMPDB_PAMPA_006591,636
CYCPEPTMPDB_PAMPA_006633,636
CYCPEPTMPDB_PAMPA_006662,636
CYCPEPTMPDB_PAMPA_006650,636
CYCPEPTMPDB_PAMPA_006567,637
CYCPEPTMPDB_PAMPA_006616,637
CYCPEPTMPDB_PAMPA_006635,637
CYCPEPTMPDB_PAMPA_006584,637
CYCPEPTMPDB_PAMPA_006588,637
CYCPEPTMPDB_PAMPA_006598,637
CYCPEPTMPDB_PAMPA_006623,637
CYCPEPTMPDB_PAMPA_006653,637
CYCPEPTMPDB_PAMPA_006590,637
CYCPEPTMPDB_PAMPA_006604,637
CYCPEPTMPDB_PAMPA_006610,637
CYCPEPTMPDB_PAMPA_006651,637
CYCPEPTMPDB_PAMPA_006676,637
CYCPEPTMPDB_PAMPA_006606,637
CYCPEPTMPDB_PAMPA_006589,638
CYCPEPTMPDB_PAMPA_006634,638
CYCPEPTMPDB_PAMPA_006663,638
CYCPEPTMPDB_PAMPA_006595,638
CYCPEPTMPDB_PAMPA_006609,638
CYCPEPTMPDB_PAMPA_006637,638
CYCPEPTMPDB_PAMPA_006617,638
CYCPEPTMPDB_PAMPA_006641,638
CYCPEPTMPDB_PAMPA_006647,638
CYCPEPTMPDB_PAMPA_006596,639
CYCPEPTMPDB_PAMPA_006618,639
CYCPEPTMPDB_PAMPA_006636,639
CYCPEPTMPDB_PAMPA_006599,639
CYCPEPTMPDB_PAMPA_006603,639
CYCPEPTMPDB_PAMPA_006658,639
CYCPEPTMPDB_PAMPA_006600,640
CYCPEPTMPDB_PAMPA_006669,640
CYCPEPTMPDB_PAMPA_006614,641
CYCPEPTMPDB_PAMPA_006755,642
CYCPEPTMPDB_PAMPA_006756,643
CYCPEPTMPDB_PAMPA_006757,644
CYCPEPTMPDB_PAMPA_006758,645
CYCPEPTMPDB_PAMPA_006759,646
CYCPEPTMPDB_PAMPA_006787,646
CYCPEPTMPDB_PAMPA_006760,647
CYCPEPTMPDB_PAMPA_006761,648
CYCPEPTMPDB_PAMPA_006762,649
CYCPEPTMPDB_PAMPA_006763,650
CYCPEPTMPDB_PAMPA_006764,651
CYCPEPTMPDB_PAMPA_006765,652
CYCPEPTMPDB_PAMPA_006766,653
CYCPEPTMPDB_PAMPA_006767,654
CYCPEPTMPDB_PAMPA_006768,655
CYCPEPTMPDB_PAMPA_006769,656
CYCPEPTMPDB_PAMPA_006770,657
CYCPEPTMPDB_PAMPA_006771,658
CYCPEPTMPDB_PAMPA_006772,659
